taxsuborder,pct,predicted_suborder
Xerolls,170,Xerolls
Xerolls,170,Xerolls
Xeralfs,50,Xeralfs
Xerepts,85,Xererts
Xeralfs,70,Xeralfs
Xererts,90,Xerolls
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Aquerts
Aquerts,810,Xeralfs
Aquerts,810,Aquerts
Xeralfs,80,Xerults
Xerands,120,Xeralfs
Xerands,120,Xerults
Xeralfs,75,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,80,Xerolls
Humults,90,Humults
Xeralfs,80,Xeralfs
Xeralfs,40,Humults
Xeralfs,65,Xeralfs
Xerepts,65,Xeralfs
Humults,80,Humults
Xerolls,85,Xerolls
Xerolls,75,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,75,Xerolls
Xerolls,70,Xeralfs
Xeralfs,85,Xerults
Xerepts,85,Xerepts
Xeralfs,150,Xeralfs
Xeralfs,150,Xeralfs
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,40,Xeralfs
Orthents,40,Xeralfs
Xeralfs,70,Xeralfs
Xerolls,150,Xerolls
Xerolls,150,Xerolls
Orthents,40,Xeralfs
Xeralfs,85,Xeralfs
Orthents,40,Xerolls
Xerolls,85,Xerolls
Xeralfs,70,Xeralfs
Orthents,40,Xeralfs
Xeralfs,60,Xerults
Xeralfs,80,Xerolls
Xeralfs,400,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,70,Xerolls
Humults,160,Humults
Humults,160,Xerults
Xeralfs,90,Xeralfs
Xeralfs,65,Xeralfs
Xeralfs,60,Xerults
Aquolls,75,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,40,Ochrepts
Xerepts,65,Orthents
Xerolls,80,Aquents
Xererts,85,Xererts
Xerepts,40,Xerepts
Xeralfs,65,Xeralfs
Xerepts,170,Xerepts
Xerepts,170,Xeralfs
Xeralfs,77,Ochrepts
Orthents,45,Xeralfs
Xeralfs,85,Xeralfs
Xerults,80,Xerepts
Aquerts,170,Aquerts
Aquerts,170,Aquerts
Xererts,60,Xerolls
Xerults,65,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,80,Xerolls
Xerults,80,Xerults
Xerults,80,Xerolls
Xerepts,85,Xerults
Orthents,40,Xeralfs
Xeralfs,80,Ochrepts
Xeralfs,80,Xerolls
Xeralfs,78,Xeralfs
Xerepts,40,Xerults
Xerepts,85,Xerepts
Xeralfs,80,Xerults
Fluvents,85,Xerepts
Xeralfs,50,Xerults
Xerolls,110,Xeralfs
Xerolls,110,Xeralfs
Arents,65,Xeralfs
Xerands,70,Xeralfs
Humults,90,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,65,Xeralfs
Xeralfs,90,Xeralfs
Xerepts,85,Xererts
Xerands,85,Humults
Humults,80,Humults
Xerults,80,Xeralfs
Xerepts,85,Fluvents
Xerolls,255,Xerolls
Xerolls,255,Aquerts
Xerolls,255,Xerolls
Humults,90,Xeralfs
Xeralfs,75,Xerults
Orthents,40,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,40,Xeralfs
Humults,80,Xerolls
Xerepts,65,Xeralfs
Xeralfs,70,Xeralfs
Xerults,80,Xeralfs
Xeralfs,85,Xeralfs
Xerepts,85,Humults
Humults,80,Humults
Fluvents,85,Xerolls
Orthents,40,Xeralfs
Xeralfs,77,Xeralfs
Xerepts,85,Xerepts
Xeralfs,50,Xerolls
Xerepts,55,Xeralfs
Xeralfs,65,Xeralfs
Humults,80,Humults
Xeralfs,75,Ochrepts
Xeralfs,70,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,85,Xeralfs
Orthents,40,Xeralfs
Xeralfs,85,Xeralfs
Xerepts,60,Ochrepts
Xeralfs,90,Xeralfs
Xeralfs,80,Xeralfs
Xerepts,65,Xeralfs
Xerepts,85,Xerults
Xeralfs,80,Xeralfs
Xerolls,85,Xerolls
Xeralfs,90,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,70,Xeralfs
Xerolls,75,Xerepts
Xerepts,85,Vitrands
Xererts,85,Xerolls
Xeralfs,85,Xeralfs
Fluvents,85,Xeralfs
Humults,80,Humults
Xeralfs,80,Xeralfs
Xerolls,85,Aquolls
Humults,35,Xerults
Xerepts,85,Xerolls
Xeralfs,50,Xerolls
Humults,90,Humults
Aquerts,50,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,50,Humults
Fluvents,90,Xererts
Xeralfs,75,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,50,Xeralfs
Xerepts,55,Xeralfs
Xeralfs,45,Xerepts
Xerepts,55,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,90,Xeralfs
Xerepts,65,Xerults
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Ochrepts
Xeralfs,85,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,80,Xerepts
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,90,Xerults
Xeralfs,85,Xerolls
Xeralfs,78,Xerepts
Xeralfs,255,Xeralfs
Xeralfs,255,Xerolls
Xeralfs,255,Xerolls
Xeralfs,65,Xeralfs
Xerolls,60,Xeralfs
Xeralfs,85,Ochrepts
Xerepts,65,Xerolls
Xeralfs,75,Xerults
Aquerts,540,Aquerts
Aquerts,540,Xerolls
Aquerts,540,Aquerts
Aquerts,540,Aquerts
Aquerts,540,Aquerts
Aquerts,540,Aquerts
Xerolls,75,Xerolls
Xerepts,90,Xeralfs
Humults,160,Xerults
Humults,160,Humults
Xeralfs,75,Xeralfs
Aquerts,50,Xeralfs
Xerolls,85,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,160,Xeralfs
Xeralfs,160,Xeralfs
Xerepts,40,Xerepts
Xerands,85,Xerolls
Xeralfs,50,Xeralfs
Humults,50,Humults
Xeralfs,85,Xeralfs
Xererts,170,Xerolls
Xererts,170,Xerolls
Aquerts,50,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,80,Xeralfs
Orthents,40,Xeralfs
Orthents,40,Xerolls
Fluvents,85,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,170,Aquerts
Xerolls,170,Aquerts
Orthents,40,Xerolls
Xeralfs,85,Xeralfs
Arents,130,Aquerts
Arents,130,Aquerts
Xerands,90,Humults
Xeralfs,150,Xeralfs
Xeralfs,150,Xeralfs
Xeralfs,40,Humults
Xeralfs,160,Xeralfs
Xeralfs,160,Xeralfs
Humults,80,Xerults
Xerands,60,Xeralfs
Humults,50,Xerults
Xerults,80,Xerepts
Xerands,75,Xeralfs
Fluvents,75,Xerolls
Xeralfs,40,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,90,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,90,Xeralfs
Xeralfs,255,Ochrepts
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Aquerts,90,Fluvents
Xerepts,60,Xerults
Orthents,80,Xerolls
Humults,80,Udands
Xeralfs,50,Xerolls
Xeralfs,85,Xeralfs
Xerults,80,Xeralfs
Xerepts,55,Xeralfs
Xerolls,60,Xeralfs
Xeralfs,80,Xerolls
Xerepts,180,Xerults
Xerepts,180,Xeralfs
Xeralfs,85,Xeralfs
Orthents,80,Xerolls
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,170,Xeralfs
Xerolls,170,Xerolls
Xeralfs,85,Xeralfs
Xerands,85,Xerolls
Humults,45,Xerults
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Xererts
Aquerts,680,Xererts
Xeralfs,65,Humults
Xerults,80,Xeralfs
Xerults,80,Xeralfs
Xerepts,65,Xeralfs
Xeralfs,85,Xerults
Xeralfs,85,Xeralfs
Humults,25,Xeralfs
Humults,50,Humults
Xerepts,65,Psamments
Xeralfs,40,Xerults
Xerepts,55,Xeralfs
Xeralfs,75,Xerults
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xerepts,55,Xeralfs
Xeralfs,85,Xeralfs
Xerults,170,Humults
Xerults,170,Xerults
Xerepts,60,Orthents
Aquerts,85,Xerolls
Xerolls,85,Xerolls
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Xeralfs
Aquerts,1260,Xerolls
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Aquerts,1260,Aquerts
Xeralfs,80,Xerults
Xererts,85,Xerepts
Xeralfs,85,Xeralfs
Orthents,80,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Xerolls
Xeralfs,65,Xeralfs
Aquerts,425,Aquerts
Aquerts,425,Aquerts
Aquerts,425,Aquerts
Aquerts,425,Aquerts
Aquerts,425,Aquerts
Xerands,75,Psamments
Xeralfs,75,Xerults
Xeralfs,85,Xeralfs
Xeralfs,80,Humults
Arents,70,Xererts
Xerolls,85,Xerolls
Orthents,40,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,160,Xeralfs
Xeralfs,160,Xeralfs
Xerolls,85,Xererts
Xeralfs,85,Humults
Xerolls,85,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Humults,35,Humults
Xeralfs,80,Xeralfs
Xeralfs,70,Xerults
Arents,65,Aquerts
Humults,80,Xerults
Orthents,80,Xeralfs
Xerands,90,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Aquerts,80,Xererts
Xeralfs,90,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,75,Xeralfs
Xerolls,85,Aquolls
Xeralfs,85,Xeralfs
Humults,45,Humults
Humults,80,Humults
Xeralfs,85,Xeralfs
Xeralfs,65,Xeralfs
Xerolls,80,Xeralfs
Orthents,140,Xeralfs
Orthents,140,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,80,Xererts
Xeralfs,85,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,90,Xeralfs
Xeralfs,85,Xeralfs
Xerepts,120,Humults
Xerepts,120,Xerults
Orthents,40,Xeralfs
Xererts,90,Aquerts
Humults,80,Xerults
Humults,80,Orthents
Xeralfs,80,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,80,Xeralfs
Orthents,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Aquerts,90,Xerolls
Xerands,80,Vitrands
Xeralfs,86,Ochrepts
Xerolls,85,Xerolls
Xerepts,85,Xerolls
Xeralfs,60,Xerolls
Xeralfs,80,Humults
Xeralfs,70,Xeralfs
Xerands,85,Humults
Xererts,170,Xererts
Xererts,170,Xererts
Xerands,80,Humults
Xeralfs,70,Xeralfs
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Aquerts,680,Aquerts
Xeralfs,80,Xeralfs
Xerands,80,Ochrepts
Fluvents,180,Xerolls
Fluvents,180,Xerolls
Aquerts,90,Aquerts
Xeralfs,90,Xeralfs
Xeralfs,65,Xeralfs
Xerolls,255,Xeralfs
Xerolls,255,Xerolls
Xerolls,255,Xeralfs
Aquepts,85,Orthents
Ochrepts,60,Xerults
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,140,Aquerts
Xeralfs,140,Fluvents
Xeralfs,85,Aquerts
Xeralfs,45,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,80,Xerolls
Xeralfs,80,Xeralfs
Xererts,80,Aquerts
Xerults,80,Xerults
Humults,80,Xerults
Xerolls,85,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,45,Xeralfs
Fluvents,85,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,170,Aquerts
Xeralfs,170,Aquerts
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,90,Xeralfs
Humults,85,Xeralfs
Xeralfs,80,Aquerts
Xeralfs,45,Xeralfs
Ochrepts,80,Ochrepts
Xeralfs,70,Xeralfs
Xeralfs,80,Xeralfs
Humults,85,Ochrepts
Xeralfs,80,Humults
Aquents,80,Humults
Xeralfs,85,Humults
Ochrepts,40,Xeralfs
Humults,80,Xeralfs
Xererts,85,Xeralfs
Fluvents,85,Xeralfs
Fluvents,85,Xerolls
Xerolls,340,Xeralfs
Xerolls,340,Xeralfs
Xerolls,340,Xeralfs
Xerolls,340,Xeralfs
Ochrepts,60,Humults
Humults,85,Xerults
Humults,85,Humults
Xeralfs,45,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,70,Xeralfs
Ochrepts,70,Ochrepts
Xeralfs,80,Humults
Xeralfs,80,Xeralfs
Xeralfs,40,Xeralfs
Xererts,80,Aquerts
Xeralfs,80,Xerolls
Xeralfs,70,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,160,Aquerts
Xeralfs,160,Aquerts
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,120,Xeralfs
Xeralfs,120,Xeralfs
Xeralfs,80,Aquerts
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,75,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Aquerts
Xeralfs,400,Xeralfs
Xeralfs,400,Xerolls
Xeralfs,400,Aquerts
Xeralfs,80,Humults
Xeralfs,85,Xerolls
Xerults,60,Xerults
Fluvents,85,Xeralfs
Xerolls,190,Xeralfs
Xerolls,190,Xerolls
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Fluvents,45,Xeralfs
Humults,80,Humults
Xeralfs,40,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,80,Xerolls
Ochrepts,80,Xeralfs
Ochrepts,40,Ochrepts
Ochrepts,60,Xerepts
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,150,Xeralfs
Xeralfs,150,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,70,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,120,Xeralfs
Ochrepts,120,Xeralfs
Ochrepts,120,Xeralfs
Humults,170,Humults
Humults,170,Xeralfs
Xerepts,85,Xerolls
Xerults,65,Humults
Xeralfs,160,Xerolls
Xeralfs,160,Xeralfs
Fluvents,85,Xerepts
Xeralfs,70,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Xeralfs
Xeralfs,400,Aquerts
Xeralfs,400,Xeralfs
Xeralfs,400,Aquolls
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,70,Xeralfs
Humults,85,Humults
Xeralfs,70,Xeralfs
Xeralfs,80,Humults
Ochrepts,80,Xeralfs
Ochrepts,80,Xeralfs
Xeralfs,75,Xeralfs
Ochrepts,65,Xerepts
Xerults,160,Xerults
Xerults,160,Xerepts
Fluvents,170,Xerolls
Fluvents,170,Fluvents
Ochrepts,35,Xeralfs
Psamments,80,Xererts
Xeralfs,75,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,30,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,40,Humults
Ochrepts,200,Ochrepts
Ochrepts,200,Xeralfs
Ochrepts,200,Ochrepts
Ochrepts,200,Xeralfs
Ochrepts,200,Ochrepts
Xeralfs,240,Aquerts
Xeralfs,240,Aquerts
Xeralfs,240,Aquerts
Xeralfs,85,Xeralfs
Humults,85,Xerults
Xeralfs,85,Aquerts
Xerepts,85,Aquerts
Xeralfs,70,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Ochrepts,40,Xeralfs
Fluvents,85,Xerolls
Xerults,65,Humults
Xeralfs,80,Xeralfs
Humults,85,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,90,Xerults
Xeralfs,70,Xeralfs
Xeralfs,92,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Xerults
Ochrepts,60,Xerepts
Xeralfs,80,Xeralfs
Xeralfs,85,Xerults
Humults,85,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,80,Xeralfs
Ochrepts,40,Xeralfs
Humults,255,Humults
Humults,255,Humults
Humults,255,Xeralfs
Xerults,75,Xeralfs
Xeralfs,85,Humults
Xerults,95,Xerults
Xeralfs,65,Xeralfs
Xerepts,60,Ochrepts
Xerepts,60,Xeralfs
Xerults,95,Xeralfs
Ochrepts,60,Humults
Xerepts,60,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,55,Xeralfs
Xerults,95,Xerults
Xeralfs,85,Humults
Xeralfs,60,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,55,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,50,Xeralfs
Xerepts,60,Xeralfs
Ochrepts,50,Xeralfs
Xerults,95,Xeralfs
Xeralfs,60,Humults
Humults,85,Xerults
Xerults,50,Xerults
Xerepts,60,Xeralfs
Xeralfs,60,Ochrepts
Humults,85,Humults
Xeralfs,60,Xeralfs
Xeralfs,85,Xerolls
Xerults,85,Xeralfs
Xeralfs,60,Xerepts
Xeralfs,85,Xerults
Xeralfs,110,Xeralfs
Xeralfs,110,Xeralfs
Xeralfs,60,Ochrepts
Xeralfs,85,Xeralfs
Humults,85,Xeralfs
Xeralfs,85,Humults
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,60,Humults
Xerults,80,Xerults
Humults,85,Xeralfs
Humults,85,Xerepts
Xerults,95,Humults
Xerepts,60,Xeralfs
Xeralfs,85,Xeralfs
Andepts,85,Xerults
Xeralfs,85,Xerults
Xerults,85,Xerults
Humults,85,Humults
Xerults,50,Xerepts
Xerults,95,Xerults
Ochrepts,50,Xerepts
Xeralfs,60,Ochrepts
Xeralfs,85,Xeralfs
Xerepts,60,Ochrepts
Xeralfs,70,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,50,Xeralfs
Humults,85,Xeralfs
Xeralfs,85,Xeralfs
Xerults,95,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,85,Ochrepts
Xeralfs,80,Xeralfs
Ochrepts,50,Xeralfs
Xeralfs,70,Xeralfs
Humults,85,Xerults
Xeralfs,65,Xeralfs
Xeralfs,55,Xeralfs
Humults,85,Xeralfs
Xerepts,60,Xeralfs
Xerepts,50,Ochrepts
Xerepts,60,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,65,Xeralfs
Xeralfs,65,Xeralfs
Humults,85,Xerults
Ochrepts,120,Xerepts
Ochrepts,120,Xeralfs
Humults,85,Xerults
Xeralfs,85,Xerolls
Xerepts,60,Xeralfs
Xerepts,60,Xeralfs
Xerepts,60,Xerolls
Ochrepts,85,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,85,Xerolls
Xerults,60,Xerults
Ochrepts,55,Xeralfs
Xerepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,60,Xerolls
Xerepts,60,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,65,Xeralfs
Xeralfs,60,Xerults
Xeralfs,60,Humults
Humults,85,Xerults
Xeralfs,85,Xerults
Xeralfs,55,Xeralfs
Xerepts,60,Ochrepts
Xeralfs,85,Xeralfs
Humults,85,Xeralfs
Xeralfs,85,Humults
Xeralfs,85,Xeralfs
Humults,85,Ochrepts
Andepts,85,Xerults
Xerepts,60,Xeralfs
Xerults,95,Xeralfs
Humults,85,Udepts
Xeralfs,85,Xeralfs
Xeralfs,60,Xerolls
Xeralfs,50,Xeralfs
Humults,85,Humults
Humults,85,Xeralfs
Xeralfs,60,Xerepts
Xeralfs,60,Xeralfs
Xerolls,85,Xerolls
Fluvents,90,Xeralfs
Xeralfs,85,Xeralfs
Orthents,85,Xeralfs
Umbrepts,70,Humults
Xeralfs,55,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Humults,85,Xeralfs
Xerults,90,Cryands
Xeralfs,85,Xeralfs
Ochrepts,45,Xeralfs
Ochrepts,45,Udepts
Orthents,60,Xeralfs
Aquolls,50,Xeralfs
Xerults,80,Xeralfs
Fluvents,90,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,180,Xeralfs
Xerults,75,Cryands
Xerults,60,Xeralfs
Ochrepts,45,Xeralfs
Xerults,60,Xeralfs
Xerolls,170,Xerolls
Xerolls,170,Orthents
Xerults,90,Humults
Xeralfs,80,Ochrepts
Xeralfs,140,Xeralfs
Xeralfs,140,Xeralfs
Xeralfs,70,Xeralfs
Xerolls,85,Xerolls
Fluvents,90,Xeralfs
Ochrepts,45,Humults
Xerults,85,Xeralfs
Xerults,60,Xerults
Xerolls,80,Xeralfs
Xerults,60,Xeralfs
Xeralfs,70,Xeralfs
Xerults,85,Humults
Ochrepts,210,Xeralfs
Ochrepts,210,Xeralfs
Ochrepts,210,Xeralfs
Ochrepts,70,Xeralfs
Xerolls,40,Xerepts
Aquolls,50,Aquerts
Xeralfs,140,Xeralfs
Xeralfs,140,Xeralfs
Ochrepts,170,Xeralfs
Ochrepts,170,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,40,Xeralfs
Xeralfs,50,Xeralfs
Xerults,65,Xeralfs
Orthents,30,Ochrepts
Ochrepts,40,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,85,Xerolls
Humults,170,Humults
Humults,170,Humults
Xeralfs,50,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,55,Xeralfs
Ochrepts,170,Xeralfs
Ochrepts,170,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,45,Xeralfs
Humults,85,Xerults
Ochrepts,90,Xeralfs
Ochrepts,90,Xeralfs
Fluvents,95,Xeralfs
Xerolls,80,Ochrepts
Ochrepts,35,Xeralfs
Xererts,85,Orthents
Ochrepts,85,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,80,Aquolls
Xerults,80,Xerults
Ochrepts,45,Xeralfs
Xeralfs,70,Aquerts
Xeralfs,80,Orthents
Xerults,85,
Orthents,90,Xerolls
Xerolls,85,Orthents
Humults,85,Xerults
Umbrepts,75,Xerults
Orthents,90,Orthents
Xeralfs,80,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,75,Xeralfs
Xerults,60,Xerepts
Xerults,65,Ochrepts
Xeralfs,70,Xeralfs
Xeralfs,75,Humults
Xerults,65,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,85,Humults
Xerults,75,Xeralfs
Xeralfs,70,Xeralfs
Humults,85,Xeralfs
Xerolls,40,Xeralfs
Umbrepts,75,Humults
Xeralfs,75,Xeralfs
Xerults,65,Xeralfs
Aquolls,50,Xeralfs
Ochrepts,85,Xeralfs
Xerolls,45,Humults
Xeralfs,55,Xeralfs
Orthents,60,Xeralfs
Xeralfs,70,Xeralfs
Xerolls,80,Ochrepts
Xeralfs,180,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,90,Ochrepts
Fluvents,90,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,55,Xerolls
Orthents,90,Xerults
Xeralfs,80,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,85,Xeralfs
Xerults,180,Xerepts
Xerults,180,Xerults
Xerults,180,Xerepts
Ochrepts,90,Humults
Ochrepts,90,Xeralfs
Umbrepts,70,Humults
Xeralfs,160,Xeralfs
Xeralfs,160,Ochrepts
Xeralfs,80,Xerolls
Xerolls,80,Xeralfs
Ochrepts,50,Xeralfs
Ochrepts,45,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,75,Xeralfs
Humults,85,Xeralfs
Xeralfs,70,Ochrepts
Aquolls,50,Xeralfs
Xerults,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,80,Orthents
Xerults,65,Humults
Ochrepts,70,Xeralfs
Ochrepts,45,Xeralfs
Xerolls,85,Orthents
Xerolls,65,Xerolls
Fluvents,90,Aquerts
Xeralfs,50,Orthents
Xeralfs,70,Xeralfs
Xerults,80,Xerults
Ochrepts,85,Ochrepts
Xeralfs,70,Xeralfs
Xeralfs,85,Ochrepts
Humults,85,Xeralfs
Xeralfs,75,Xeralfs
Xerolls,85,Xeralfs
Xerolls,45,Humults
Xerolls,80,Xerolls
Xerolls,85,Xeralfs
Xeralfs,80,Xeralfs
Fluvents,90,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,70,Xeralfs
Fluvents,90,Xeralfs
Ochrepts,70,Xerolls
Xerolls,170,Xerolls
Xerolls,170,Xeralfs
Xerolls,85,Orthents
Orthents,85,Ochrepts
Humults,45,Xerults
Ochrepts,45,Xeralfs
Aquolls,50,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,80,Xeralfs
Umbrepts,70,Xerults
Ochrepts,70,Xeralfs
Ochrepts,50,Ochrepts
Xerolls,80,Ochrepts
Xerults,65,Xeralfs
Xerolls,85,Orthents
Xeralfs,85,Xeralfs
Ochrepts,50,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,80,Xeralfs
Xerults,85,Xerults
Ochrepts,75,Xerults
Xeralfs,85,Xeralfs
Xerults,75,Xerults
Xerepts,75,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,75,Humults
Xerepts,85,Xeralfs
Xeralfs,77,Xeralfs
Xeralfs,55,Xeralfs
Xerults,75,Xeralfs
Xeralfs,85,Xeralfs
Xerepts,75,Xeralfs
Xeralfs,85,Humults
Xerults,75,Xeralfs
Xerults,75,Xerults
Xeralfs,85,Xeralfs
Xerults,85,Xerolls
Xeralfs,85,Xerolls
Xeralfs,77,Xerolls
Xerults,85,Xerolls
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xerepts,75,Xeralfs
Xeralfs,75,Xeralfs
Xerepts,75,Xeralfs
Xeralfs,85,Humults
Humults,75,Humults
Humults,85,Xeralfs
Xerults,85,Xeralfs
Xerults,75,Xeralfs
Xeralfs,85,Xeralfs
Xerults,75,Humults
Xerults,75,Xerults
Xeralfs,85,Xeralfs
